length
30.0
23.0
28.0
43.0
39.0
6.0
25.0
56.0
23.0
18.0
36.0
32.0
42.0
22.0
17.0
28.0
157.0
26.0
43.0
41.0
47.0
24.0
73.0
36.0
19.0
17.0
21.0
20.0
10.0
37.0
20.0
74.0
24.0
26.0
42.0
24.0
63.0
16.0
49.0
47.0
34.0
114.0
58.0
73.0
11.0
48.0
108.0
36.0
17.0
92.0
3.0
23.0
26.0
38.0
30.0
51.0
54.0
40.0
108.0
19.0
22.0
17.0
30.0
21.0
92.0
21.0
21.0
32.0
13.0
17.0
55.0
97.0
30.0
86.0
14.0
72.0
46.0
24.0
60.0
45.0
69.0
33.0
32.0
72.0
21.0
41.0
54.0
43.0
31.0
26.0
39.0
27.0
29.0
104.0
79.0
27.0
47.0
48.0
46.0
20.0
13.0
64.0
13.0
31.0
40.0
66.0
29.0
35.0
57.0
14.0
64.0
37.0
39.0
11.0
54.0
23.0
46.0
15.0
38.0
58.0
21.0
64.0
60.0
25.0
44.0
72.0
22.0
40.0
45.0
42.0
27.0
64.0
28.0
40.0
19.0
84.0
19.0
35.0
7.0
41.0
34.0
12.0
43.0
58.0
34.0
9.0
91.0
53.0
10.0
23.0
87.0
23.0
123.0
95.0
40.0
44.0
20.0
17.0
2.0
7.0
16.0
6.0
78.0
32.0
15.0
21.0
26.0
28.0
18.0
46.0
164.0
33.0
20.0
23.0
28.0
33.0
53.0
17.0
50.0
11.0
134.0
55.0
29.0
8.0
62.0
72.0
114.0
25.0
56.0
10.0
33.0
77.0
14.0
113.0
21.0
26.0
63.0
16.0
114.0
77.0
15.0
12.0
30.0
30.0
55.0
26.0
50.0
69.0
36.0
66.0
13.0
23.0
67.0
37.0
87.0
111.0
19.0
34.0
14.0
29.0
25.0
90.0
25.0
73.0
21.0
14.0
23.0
34.0
23.0
47.0
14.0
83.0
92.0
43.0
55.0
54.0
39.0
26.0
36.0
15.0
7.0
28.0
19.0
27.0
17.0
47.0
12.0
39.0
15.0
5.0
33.0
30.0
36.0
51.0
70.0
7.0
30.0
38.0
17.0
88.0
63.0
37.0
147.0
28.0
20.0
25.0
18.0
22.0
25.0
40.0
31.0
17.0
22.0
26.0
26.0
30.0
21.0
23.0
0.0
114.0
107.0
21.0
26.0
33.0
69.0
105.0
19.0
30.0
28.0
13.0
26.0
20.0
39.0
27.0
27.0
39.0
12.0
27.0
7.0
55.0
15.0
53.0
23.0
15.0
27.0
115.0
57.0
54.0
65.0
29.0
23.0
21.0
55.0
36.0
23.0
37.0
41.0
7.0
31.0
36.0
41.0
59.0
48.0
22.0
108.0
30.0
18.0
45.0
6.0
19.0
38.0
46.0
28.0
36.0
57.0
73.0
44.0
39.0
45.0
34.0
23.0
16.0
29.0
30.0
109.0
56.0
16.0
7.0
13.0
17.0
59.0
14.0
24.0
17.0
46.0
48.0
12.0
19.0
20.0
58.0
61.0
96.0
55.0
34.0
30.0
67.0
17.0
36.0
43.0
34.0
114.0
8.0
53.0
58.0
75.0
26.0
31.0
32.0
37.0
17.0
29.0
26.0
32.0
47.0
53.0
21.0
15.0
27.0
31.0
80.0
5.0
16.0
71.0
30.0
56.0
19.0
14.0
79.0
30.0
70.0
19.0
24.0
31.0
29.0
28.0
58.0
32.0
65.0
49.0
23.0
19.0
22.0
18.0
26.0
100.0
21.0
20.0
29.0
51.0
47.0
35.0
44.0
109.0
108.0
31.0
39.0
39.0
62.0
31.0
9.0
17.0
38.0
32.0
46.0
21.0
44.0
50.0
40.0
23.0
13.0
61.0
15.0
42.0
13.0
43.0
25.0
43.0
49.0
65.0
17.0
29.0
21.0
24.0
38.0
41.0
20.0
25.0
145.0
43.0
83.0
28.0
40.0
24.0
11.0
15.0
22.0
10.0
56.0
62.0
13.0
41.0
46.0
32.0
36.0
11.0
76.0
17.0
26.0
29.0
41.0
27.0
51.0
13.0
2.0
21.0
17.0
88.0
78.0
65.0
26.0
15.0
45.0
43.0
51.0
